transaction_id,user_id,merchant_name,transaction_date,amount,currency,status,payment_method,region,risk_score,amount_usd,merchant_id,category,contract_value,high_value_flag,high_risk_flag
TXN00214,U0188,Adyen NV,2024-04-05,861.85,EUR,failed,bank_transfer,APAC,40.0,930.8,M007,Payments,550000,0,0
TXN00215,U0118,Klarna AB,2024-04-22,3836.25,USD,refunded,bank_transfer,EU,42.0,3836.25,M008,BNPL,450000,0,0
TXN00216,U0166,Shopify Inc,2024-05-12,912.47,USD,chargeback,bank_transfer,APAC,87.0,912.47,M001,E-commerce,500000,0,1
TXN00217,U0066,Amazon Payments,2024-04-25,1280.9,INR,chargeback,bnpl,US,93.0,15.37,M002,E-commerce,800000,0,1
TXN00218,U0184,PayU India,2024-01-31,4217.07,GBP,chargeback,credit_card,US,55.0,5355.68,M004,Payments,300000,0,1
TXN00219,U0048,Shopify Inc,2024-03-04,3246.32,INR,failed,upi,EU,82.0,38.96,M001,E-commerce,500000,0,1
TXN00220,U0004,Stripe Ltd,2024-02-27,5775.87,JPY,refunded,bnpl,EU,67.0,38.7,M003,Payments,600000,0,0
TXN00221,U0189,Adyen NV,2024-01-17,3315.44,AUD,chargeback,upi,APAC,82.0,2155.04,M007,Payments,550000,0,1
TXN00222,U0087,Amazon Payments,2024-03-27,2620.13,EUR,chargeback,debit_card,EU,89.0,2829.74,M002,E-commerce,800000,0,1
TXN00223,U0076,Klarna AB,2024-01-06,395.07,SGD,chargeback,wallet,EU,90.0,292.35,M008,BNPL,450000,0,1
TXN00224,U0146,Razorpay,2024-05-30,1475.25,EUR,pending,bnpl,APAC,66.0,1593.27,M005,Payments,350000,0,0
TXN00225,U0173,Shopify Inc,2024-05-21,1024.48,USD,captured,bnpl,EU,55.0,1024.48,M001,E-commerce,500000,0,0
TXN00226,U0194,PayU India,2024-02-28,939.1,EUR,chargeback,debit_card,EU,45.0,1014.23,M004,Payments,300000,0,1
TXN00227,U0050,Amazon Payments,2024-05-30,10936.93,INR,captured,bnpl,EU,55.0,131.24,M002,E-commerce,800000,0,0
TXN00228,U0045,Adyen NV,2024-02-26,1598.16,CAD,refunded,upi,APAC,49.0,1182.64,M007,Payments,550000,0,0
TXN00229,U0157,Stripe Ltd,2024-01-02,6778.17,GBP,failed,bnpl,US,14.0,8608.28,M003,Payments,600000,1,0
TXN00230,U0164,Adyen NV,2024-01-19,3092.0,EUR,refunded,bank_transfer,US,75.0,3339.36,M007,Payments,550000,0,1
TXN00231,U0104,Razorpay,2024-06-10,4851.48,AUD,failed,bnpl,US,25.0,3153.46,M005,Payments,350000,0,0
TXN00232,U0110,Klarna AB,2024-01-16,2195.31,EUR,refunded,wallet,US,74.0,2370.93,M008,BNPL,450000,0,1
TXN00234,U0084,PayU India,2024-01-18,2134.88,CAD,chargeback,wallet,US,15.0,1579.81,M004,Payments,300000,0,1
TXN00235,U0023,Razorpay,2024-01-09,751.64,USD,failed,debit_card,APAC,83.0,751.64,M005,Payments,350000,0,1
TXN00236,U0103,Klarna AB,2024-03-25,3945.29,GBP,pending,bnpl,US,51.0,5010.52,M008,BNPL,450000,0,0
TXN00237,U0172,Amazon Payments,2024-01-19,1088.73,JPY,failed,upi,APAC,74.0,7.29,M002,E-commerce,800000,0,1
TXN00238,U0025,Klarna AB,2024-05-11,173.85,JPY,chargeback,debit_card,EU,17.0,1.16,M008,BNPL,450000,0,1
TXN00239,U0048,Klarna AB,2024-03-01,3210.91,CAD,pending,wallet,APAC,53.0,2376.07,M008,BNPL,450000,0,0
TXN00240,U0036,Shopify Inc,2024-03-12,684.8,USD,captured,credit_card,EU,20.0,684.8,M001,E-commerce,500000,0,0
TXN00241,U0123,Square Inc,2024-06-20,8563.25,JPY,failed,bank_transfer,US,32.0,57.37,M006,POS,400000,0,0
TXN00242,U0083,Klarna AB,2024-05-04,9332.69,JPY,chargeback,debit_card,US,55.0,62.53,M008,BNPL,450000,0,1
TXN00243,U0064,PayU India,2024-02-24,7490.53,GBP,failed,bnpl,EU,77.0,9512.97,M004,Payments,300000,1,1
TXN00244,U0002,Shopify Inc,2024-05-18,1486.86,AUD,failed,wallet,US,30.0,966.46,M001,E-commerce,500000,0,0
TXN00245,U0067,Amazon Payments,2024-02-03,146.73,INR,chargeback,bnpl,EU,46.0,1.76,M002,E-commerce,800000,0,1
TXN00246,U0099,Razorpay,2024-05-26,8006.57,GBP,failed,upi,APAC,53.0,10168.34,M005,Payments,350000,1,0
TXN00247,U0061,Stripe Ltd,2024-05-27,1776.81,SGD,refunded,debit_card,,16.0,1314.84,M003,Payments,600000,0,0
TXN00248,U0115,Shopify Inc,2024-05-01,10302.53,SGD,pending,bnpl,US,92.0,7623.87,M001,E-commerce,500000,1,1
TXN00249,U0193,PayU India,2024-03-03,10041.21,CAD,refunded,wallet,US,52.0,7430.5,M004,Payments,300000,1,0
TXN00250,U0069,Adyen NV,2024-05-01,5852.16,GBP,chargeback,bnpl,,55.0,7432.24,M007,Payments,550000,0,1
TXN00251,U0085,Adyen NV,2024-04-14,1146.33,USD,refunded,credit_card,US,94.0,1146.33,M007,Payments,550000,0,1
TXN00252,U0078,Adyen NV,2024-02-18,1558.88,INR,captured,debit_card,EU,87.0,18.71,M007,Payments,550000,0,1
TXN00253,U0150,Razorpay,2024-01-25,5814.18,SGD,captured,wallet,APAC,52.0,4302.49,M005,Payments,350000,0,0
TXN00254,U0186,PayU India,2024-01-25,1243.44,CAD,refunded,debit_card,APAC,50.0,920.15,M004,Payments,300000,0,0
TXN00255,U0147,Shopify Inc,2024-06-17,657.16,JPY,refunded,bnpl,EU,49.0,4.4,M001,E-commerce,500000,0,0
TXN00256,U0003,Adyen NV,2024-04-20,2541.21,CAD,pending,wallet,US,99.0,1880.5,M007,Payments,550000,0,1
TXN00257,U0067,Stripe Ltd,2024-03-31,8353.88,USD,refunded,bank_transfer,,26.0,8353.88,M003,Payments,600000,0,0
TXN00258,U0168,Razorpay,2024-04-18,3672.48,EUR,captured,wallet,APAC,20.0,3966.28,M005,Payments,350000,0,0
TXN00259,U0093,Square Inc,2024-04-15,2632.34,SGD,failed,wallet,EU,58.0,1947.93,M006,POS,400000,0,0
TXN00260,U0178,Stripe Ltd,2024-04-29,406.68,JPY,refunded,wallet,US,52.0,2.72,M003,Payments,600000,0,0
TXN00261,U0061,PayU India,2024-01-14,2963.59,GBP,chargeback,upi,APAC,95.0,3763.76,M004,Payments,300000,0,1
TXN00262,U0016,Square Inc,2024-06-21,13931.71,JPY,captured,wallet,US,97.0,93.34,M006,POS,400000,0,1
TXN00263,U0171,Razorpay,2024-06-16,552.76,INR,chargeback,bank_transfer,APAC,21.0,6.63,M005,Payments,350000,0,1
TXN00264,U0031,Razorpay,2024-06-14,2291.49,INR,refunded,credit_card,US,64.0,27.5,M005,Payments,350000,0,0
TXN00265,U0120,Amazon Payments,2024-01-26,6395.83,USD,captured,,APAC,12.0,6395.83,M002,E-commerce,800000,1,0
TXN00266,U0079,Klarna AB,2024-01-16,4150.1,JPY,failed,credit_card,APAC,33.0,27.81,M008,BNPL,450000,0,0
TXN00268,U0104,Klarna AB,2024-03-27,3736.86,CAD,chargeback,upi,APAC,72.0,2765.28,M008,BNPL,450000,0,1
TXN00269,U0176,Razorpay,2024-01-28,1436.48,CAD,failed,upi,US,27.0,1063.0,M005,Payments,350000,0,0
TXN00270,U0129,Shopify Inc,2024-03-04,1142.69,AUD,refunded,upi,EU,47.0,742.75,M001,E-commerce,500000,0,0
TXN00271,U0181,Adyen NV,2024-02-19,5072.12,AUD,failed,credit_card,EU,22.0,3296.88,M007,Payments,550000,0,0
TXN00272,U0198,PayU India,2024-02-18,5083.98,JPY,refunded,bank_transfer,EU,79.0,34.06,M004,Payments,300000,0,1
TXN00273,U0080,Stripe Ltd,2024-05-17,6153.85,SGD,refunded,debit_card,EU,77.0,4553.85,M003,Payments,600000,0,1
TXN00274,U0177,Klarna AB,2024-04-24,7433.85,GBP,chargeback,upi,EU,75.0,9440.99,M008,BNPL,450000,1,1
TXN00275,U0031,Shopify Inc,2024-02-05,2248.28,USD,pending,credit_card,EU,89.0,2248.28,M001,E-commerce,500000,0,1
TXN00276,U0164,Shopify Inc,2024-04-18,2188.55,AUD,pending,bnpl,EU,58.0,1422.56,M001,E-commerce,500000,0,0
TXN00277,U0076,Stripe Ltd,2024-02-16,4902.85,INR,captured,bank_transfer,EU,33.0,58.83,M003,Payments,600000,0,0
TXN00278,U0095,Amazon Payments,2024-03-12,3249.16,USD,chargeback,upi,APAC,89.0,3249.16,M002,E-commerce,800000,0,1
TXN00280,U0057,Klarna AB,2024-03-04,4865.86,USD,failed,bank_transfer,APAC,15.0,4865.86,M008,BNPL,450000,0,0
TXN00281,U0057,Adyen NV,2024-01-20,6721.97,CAD,chargeback,credit_card,US,96.0,4974.26,M007,Payments,550000,0,1
TXN00282,U0035,Amazon Payments,2024-04-23,1337.45,AUD,pending,debit_card,US,66.0,869.34,M002,E-commerce,800000,0,0
TXN00283,U0123,Klarna AB,2024-05-20,1512.81,INR,pending,debit_card,EU,67.0,18.15,M008,BNPL,450000,0,0
TXN00284,U0040,Razorpay,2024-01-26,396.09,GBP,pending,debit_card,APAC,40.0,503.03,M005,Payments,350000,0,0
TXN00285,U0117,PayU India,2024-01-13,2690.24,EUR,captured,wallet,EU,70.0,2905.46,M004,Payments,300000,0,1
TXN00286,U0192,PayU India,2024-06-15,209.81,INR,chargeback,bank_transfer,EU,34.0,2.52,M004,Payments,300000,0,1
TXN00287,U0156,Amazon Payments,2024-05-18,1979.82,INR,refunded,upi,US,83.0,23.76,M002,E-commerce,800000,0,1
TXN00288,U0096,Shopify Inc,2024-01-04,2446.88,SGD,refunded,bank_transfer,EU,69.0,1810.69,M001,E-commerce,500000,0,0
TXN00289,U0107,Shopify Inc,2024-01-24,1112.89,USD,refunded,debit_card,APAC,58.0,1112.89,M001,E-commerce,500000,0,0
TXN00290,U0180,PayU India,2024-03-01,2780.9,INR,captured,wallet,US,63.0,33.37,M004,Payments,300000,0,0
TXN00291,U0141,Razorpay,2024-02-12,192.93,JPY,pending,bnpl,APAC,35.0,1.29,M005,Payments,350000,0,0
TXN00293,U0194,Stripe Ltd,2024-05-04,5288.05,GBP,chargeback,credit_card,APAC,16.0,6715.82,M003,Payments,600000,1,1
TXN00294,U0138,Amazon Payments,2024-05-03,1439.76,GBP,failed,bank_transfer,EU,57.0,1828.5,M002,E-commerce,800000,0,0
TXN00295,U0171,Amazon Payments,2024-02-24,507.67,INR,chargeback,wallet,US,23.0,6.09,M002,E-commerce,800000,0,1
TXN00296,U0056,Shopify Inc,2024-04-12,2315.96,AUD,refunded,bnpl,APAC,76.0,1505.37,M001,E-commerce,500000,0,1
TXN00298,U0064,Razorpay,2024-02-12,829.35,USD,failed,wallet,APAC,50.0,829.35,M005,Payments,350000,0,0
TXN00299,U0175,Razorpay,2024-04-07,3025.66,AUD,pending,bnpl,APAC,75.0,1966.68,M005,Payments,350000,0,1
TXN00300,U0194,Square Inc,2024-01-01,367.63,GBP,pending,credit_card,APAC,65.0,466.89,M006,POS,400000,0,0
TXN00301,U0153,Square Inc,2024-04-09,259.2,,failed,credit_card,APAC,50.0,259.2,M006,POS,400000,0,0
TXN00302,U0021,Square Inc,2024-03-08,2373.73,CAD,chargeback,bank_transfer,US,54.0,1756.56,M006,POS,400000,0,1
TXN00303,U0135,Razorpay,2024-04-26,2433.73,SGD,captured,wallet,EU,63.0,1800.96,M005,Payments,350000,0,0
TXN00304,U0115,Amazon Payments,2024-03-14,3143.61,GBP,refunded,debit_card,EU,55.0,3992.38,M002,E-commerce,800000,0,0
TXN00305,U0136,Shopify Inc,2024-04-18,3984.88,CAD,refunded,debit_card,EU,59.0,2948.81,M001,E-commerce,500000,0,0
TXN00306,U0181,Shopify Inc,2024-06-27,11270.67,USD,refunded,upi,APAC,57.0,11270.67,M001,E-commerce,500000,1,0
TXN00307,U0093,PayU India,2024-05-22,2278.87,EUR,chargeback,debit_card,US,50.0,2461.18,M004,Payments,300000,0,1
TXN00308,U0020,Square Inc,2024-06-18,1270.06,USD,captured,bank_transfer,US,93.0,1270.06,M006,POS,400000,0,1
TXN00309,U0145,Shopify Inc,2024-05-04,4856.96,INR,chargeback,credit_card,US,28.0,58.28,M001,E-commerce,500000,0,1
TXN00310,U0029,Adyen NV,2024-02-09,1047.55,INR,pending,debit_card,,46.0,12.57,M007,Payments,550000,0,0
TXN00311,U0016,Adyen NV,2024-02-18,1833.95,USD,chargeback,upi,APAC,70.0,1833.95,M007,Payments,550000,0,1
TXN00312,U0141,PayU India,2024-03-16,345.12,CAD,chargeback,bank_transfer,US,27.0,255.39,M004,Payments,300000,0,1
TXN00313,U0130,Razorpay,2024-02-25,177.03,USD,chargeback,bnpl,US,70.0,177.03,M005,Payments,350000,0,1
TXN00314,U0052,Shopify Inc,2024-01-15,9962.14,AUD,failed,bank_transfer,EU,10.0,6475.39,M001,E-commerce,500000,1,0
TXN00315,U0147,PayU India,2024-05-28,5523.3,INR,refunded,bank_transfer,EU,12.0,66.28,M004,Payments,300000,0,0
TXN00316,U0138,Razorpay,2024-05-18,3671.93,GBP,captured,bank_transfer,APAC,29.0,4663.35,M005,Payments,350000,0,0
TXN00317,U0039,Razorpay,2024-01-16,1677.58,AUD,refunded,bank_transfer,US,87.0,1090.43,M005,Payments,350000,0,1
TXN00318,U0043,Shopify Inc,2024-03-21,670.92,GBP,pending,bank_transfer,EU,24.0,852.07,M001,E-commerce,500000,0,0
TXN00319,U0084,Klarna AB,2024-01-15,610.36,AUD,pending,credit_card,APAC,40.0,396.73,M008,BNPL,450000,0,0
TXN00320,U0134,Square Inc,2024-01-13,964.02,USD,failed,credit_card,APAC,16.0,964.02,M006,POS,400000,0,0
TXN00321,U0114,Stripe Ltd,2024-05-29,2490.37,USD,pending,upi,US,91.0,2490.37,M003,Payments,600000,0,1
TXN00322,U0030,Adyen NV,2024-05-02,3861.55,GBP,refunded,debit_card,US,68.0,4904.17,M007,Payments,550000,0,0
TXN00323,U0175,Square Inc,2024-05-08,3338.17,GBP,failed,bnpl,US,55.0,4239.48,M006,POS,400000,0,0
TXN00324,U0053,Amazon Payments,2024-05-15,1085.24,EUR,pending,wallet,APAC,12.0,1172.06,M002,E-commerce,800000,0,0
TXN00326,U0150,Razorpay,2024-01-15,4117.05,EUR,failed,wallet,US,28.0,4446.41,M005,Payments,350000,0,0
TXN00327,U0126,Amazon Payments,2024-05-10,2524.69,AUD,refunded,upi,US,10.0,1641.05,M002,E-commerce,800000,0,0
TXN00328,U0024,Amazon Payments,2024-01-21,2938.09,JPY,failed,debit_card,US,40.0,19.69,M002,E-commerce,800000,0,0
TXN00329,U0131,Stripe Ltd,2024-02-17,1732.11,EUR,failed,credit_card,US,33.0,1870.68,M003,Payments,600000,0,0
TXN00330,U0115,PayU India,2024-01-18,953.98,AUD,pending,bnpl,US,20.0,620.09,M004,Payments,300000,0,0
TXN00331,U0015,Stripe Ltd,2024-06-01,1420.04,SGD,chargeback,credit_card,EU,56.0,1050.83,M003,Payments,600000,0,1
TXN00332,U0117,Square Inc,2024-01-18,4354.55,AUD,captured,bnpl,APAC,55.0,2830.46,M006,POS,400000,0,0
TXN00334,U0132,Shopify Inc,2024-03-01,470.14,GBP,refunded,debit_card,EU,59.0,597.08,M001,E-commerce,500000,0,0
TXN00335,U0107,Amazon Payments,2024-04-13,241.28,,pending,debit_card,EU,15.0,241.28,M002,E-commerce,800000,0,0
TXN00336,U0117,Razorpay,2024-01-31,224.74,CAD,refunded,bnpl,APAC,57.0,166.31,M005,Payments,350000,0,0
TXN00337,U0145,Stripe Ltd,2024-05-25,5902.61,AUD,failed,wallet,APAC,12.0,3836.7,M003,Payments,600000,0,0
TXN00338,U0015,Razorpay,2024-03-04,3748.72,GBP,refunded,wallet,APAC,18.0,4760.87,M005,Payments,350000,0,0
TXN00339,U0144,PayU India,2024-05-28,2028.35,AUD,chargeback,debit_card,APAC,94.0,1318.43,M004,Payments,300000,0,1
TXN00340,U0119,Square Inc,2024-06-01,408.87,INR,refunded,credit_card,APAC,84.0,4.91,M006,POS,400000,0,1
TXN00341,U0173,Shopify Inc,2024-01-11,2129.55,GBP,captured,bank_transfer,EU,52.0,2704.53,M001,E-commerce,500000,0,0
TXN00342,U0079,PayU India,2024-06-07,2024.35,JPY,captured,upi,US,55.0,13.56,M004,Payments,300000,0,0
TXN00343,U0186,Stripe Ltd,2024-01-21,670.58,SGD,captured,upi,APAC,92.0,496.23,M003,Payments,600000,0,1
TXN00344,U0006,Stripe Ltd,2024-04-17,1806.7,SGD,chargeback,wallet,US,97.0,1336.96,M003,Payments,600000,0,1
TXN00345,U0102,Klarna AB,2024-06-17,1625.01,GBP,refunded,debit_card,APAC,99.0,2063.76,M008,BNPL,450000,0,1
TXN00346,U0066,Adyen NV,2024-05-29,2970.17,GBP,refunded,credit_card,US,33.0,3772.12,M007,Payments,550000,0,0
TXN00347,U0001,Square Inc,2024-05-24,3124.34,USD,pending,credit_card,US,18.0,3124.34,M006,POS,400000,0,0
TXN00348,U0191,Adyen NV,2024-05-13,239.09,JPY,captured,wallet,US,68.0,1.6,M007,Payments,550000,0,0
TXN00349,U0056,Adyen NV,2024-03-21,1508.15,USD,captured,wallet,US,50.0,1508.15,M007,Payments,550000,0,0
TXN00350,U0149,Stripe Ltd,2024-03-07,3049.37,GBP,refunded,bank_transfer,EU,50.0,3872.7,M003,Payments,600000,0,0
TXN00351,U0019,Razorpay,2024-02-22,2198.32,AUD,refunded,bnpl,APAC,50.0,1428.91,M005,Payments,350000,0,0
TXN00352,U0012,Amazon Payments,2024-06-20,5924.05,INR,captured,upi,US,75.0,71.09,M002,E-commerce,800000,0,1
TXN00353,U0109,Amazon Payments,2024-03-21,3324.92,EUR,pending,upi,EU,79.0,3590.91,M002,E-commerce,800000,0,1
TXN00354,U0089,PayU India,2024-03-02,633.56,CAD,pending,upi,EU,14.0,468.83,M004,Payments,300000,0,0
TXN00355,U0180,Shopify Inc,2024-03-08,319.55,GBP,captured,wallet,US,34.0,405.83,M001,E-commerce,500000,0,0
TXN00356,U0017,Razorpay,2024-04-11,3185.18,AUD,pending,bank_transfer,EU,16.0,2070.37,M005,Payments,350000,0,0
TXN00357,U0139,PayU India,2024-02-03,180.61,EUR,failed,bnpl,APAC,52.0,195.06,M004,Payments,300000,0,0
TXN00358,U0016,Adyen NV,2024-06-20,2744.04,INR,chargeback,debit_card,APAC,57.0,32.93,M007,Payments,550000,0,1
TXN00359,U0018,Razorpay,2024-06-14,8551.77,AUD,refunded,wallet,APAC,61.0,5558.65,M005,Payments,350000,1,0
TXN00360,U0121,PayU India,2024-03-17,2670.35,AUD,captured,bank_transfer,US,59.0,1735.73,M004,Payments,300000,0,0
TXN00362,U0074,PayU India,2024-03-21,3192.48,EUR,chargeback,debit_card,US,73.0,3447.88,M004,Payments,300000,0,1
TXN00363,U0105,Razorpay,2024-01-19,1938.87,AUD,failed,debit_card,APAC,76.0,1260.27,M005,Payments,350000,0,1
TXN00364,U0047,Adyen NV,2024-01-03,2466.44,CAD,captured,bank_transfer,EU,20.0,1825.17,M007,Payments,550000,0,0
TXN00365,U0197,Adyen NV,2024-04-27,8614.38,USD,refunded,credit_card,US,20.0,8614.38,M007,Payments,550000,1,0
TXN00366,U0035,Amazon Payments,2024-06-08,1563.78,SGD,refunded,debit_card,APAC,33.0,1157.2,M002,E-commerce,800000,0,0
TXN00367,U0197,PayU India,2024-05-24,9847.28,INR,refunded,debit_card,APAC,51.0,118.17,M004,Payments,300000,0,0
TXN00368,U0165,PayU India,2024-01-26,7172.73,INR,failed,bnpl,EU,51.0,86.07,M004,Payments,300000,0,0
TXN00369,U0187,Adyen NV,2024-01-19,753.69,EUR,captured,debit_card,US,49.0,813.99,M007,Payments,550000,0,0
TXN00370,U0166,Klarna AB,2024-05-17,315.65,AUD,chargeback,debit_card,EU,64.0,205.17,M008,BNPL,450000,0,1
TXN00371,U0108,Stripe Ltd,2024-02-24,418.68,SGD,failed,bnpl,EU,66.0,309.82,M003,Payments,600000,0,0
TXN00372,U0096,Square Inc,2024-05-09,155.17,EUR,failed,credit_card,US,15.0,167.58,M006,POS,400000,0,0
TXN00373,U0098,PayU India,2024-03-08,397.62,USD,captured,upi,APAC,55.0,397.62,M004,Payments,300000,0,0
TXN00374,U0115,Amazon Payments,2024-02-03,3546.62,USD,failed,upi,APAC,65.0,3546.62,M002,E-commerce,800000,0,0
TXN00375,U0097,Razorpay,2024-03-30,321.55,JPY,chargeback,debit_card,US,17.0,2.15,M005,Payments,350000,0,1
TXN00376,U0097,PayU India,2024-01-18,1252.47,CAD,refunded,credit_card,US,55.0,926.83,M004,Payments,300000,0,0
TXN00377,U0021,PayU India,2024-03-03,5690.58,JPY,chargeback,wallet,US,96.0,38.13,M004,Payments,300000,0,1
TXN00378,U0175,Klarna AB,2024-04-04,170.64,GBP,captured,bnpl,US,13.0,216.71,M008,BNPL,450000,0,0
TXN00379,U0170,Klarna AB,2024-03-13,5153.59,JPY,captured,bnpl,APAC,87.0,34.53,M008,BNPL,450000,0,1
TXN00381,U0035,Square Inc,2024-04-22,477.25,JPY,chargeback,bank_transfer,APAC,25.0,3.2,M006,POS,400000,0,1
TXN00382,U0168,Adyen NV,2024-05-19,3679.47,AUD,failed,bnpl,US,92.0,2391.66,M007,Payments,550000,0,1
TXN00383,U0090,Stripe Ltd,2024-03-18,3074.2,JPY,chargeback,wallet,EU,59.0,20.6,M003,Payments,600000,0,1
TXN00384,U0031,PayU India,2024-06-05,6398.25,EUR,chargeback,upi,EU,14.0,6910.11,M004,Payments,300000,1,1
TXN00385,U0046,Razorpay,2024-06-16,4084.88,CAD,refunded,upi,EU,96.0,3022.81,M005,Payments,350000,0,1
TXN00386,U0138,Stripe Ltd,2024-05-15,4980.99,INR,failed,credit_card,EU,57.0,59.77,M003,Payments,600000,0,0
TXN00387,U0101,Razorpay,2024-01-03,1094.0,GBP,pending,upi,APAC,19.0,1389.38,M005,Payments,350000,0,0
TXN00388,U0136,PayU India,2024-06-19,686.0,CAD,chargeback,credit_card,APAC,77.0,507.64,M004,Payments,300000,0,1
TXN00389,U0033,Amazon Payments,2024-05-21,4266.27,EUR,captured,bnpl,US,50.0,4607.57,M002,E-commerce,800000,0,0
TXN00390,U0187,Adyen NV,2024-03-17,5032.63,USD,chargeback,credit_card,US,41.0,5032.63,M007,Payments,550000,0,1
TXN00391,U0058,Stripe Ltd,2024-06-18,14071.01,SGD,captured,bnpl,US,13.0,10412.55,M003,Payments,600000,1,0
TXN00392,U0001,Adyen NV,2024-01-27,1696.24,USD,captured,credit_card,EU,73.0,1696.24,M007,Payments,550000,0,1
TXN00393,U0194,Square Inc,2024-02-04,1495.73,AUD,failed,credit_card,EU,81.0,972.22,M006,POS,400000,0,1
TXN00394,U0006,Amazon Payments,2024-03-08,4593.86,SGD,pending,bnpl,EU,43.0,3399.46,M002,E-commerce,800000,0,0
TXN00395,U0077,Klarna AB,2024-01-30,1350.2,EUR,captured,credit_card,US,37.0,1458.22,M008,BNPL,450000,0,0
TXN00396,U0119,Square Inc,2024-01-28,8110.41,EUR,captured,bank_transfer,US,46.0,8759.24,M006,POS,400000,1,0
TXN00397,U0173,Shopify Inc,2024-05-21,5964.52,AUD,chargeback,bank_transfer,US,72.0,3876.94,M001,E-commerce,500000,0,1
TXN00398,U0185,Klarna AB,2024-02-09,1781.07,GBP,failed,bank_transfer,APAC,27.0,2261.96,M008,BNPL,450000,0,0
TXN00399,U0140,Razorpay,2024-03-10,4269.35,JPY,pending,credit_card,APAC,67.0,28.6,M005,Payments,350000,0,0
TXN00400,U0109,Klarna AB,2024-03-13,4313.9,GBP,chargeback,upi,APAC,66.0,5478.65,M008,BNPL,450000,1,1
TXN00401,U0137,Stripe Ltd,2024-06-03,426.51,EUR,pending,wallet,US,97.0,460.63,M003,Payments,600000,0,1
TXN00402,U0098,Razorpay,2024-02-23,7085.34,EUR,captured,bank_transfer,EU,50.0,7652.17,M005,Payments,350000,1,0
TXN00403,U0059,PayU India,2024-03-28,2211.12,AUD,captured,bnpl,US,18.0,1437.23,M004,Payments,300000,0,0
TXN00404,U0064,Klarna AB,2024-02-22,5354.0,CAD,chargeback,debit_card,EU,47.0,3961.96,M008,BNPL,450000,0,1
TXN00405,U0118,Shopify Inc,2024-06-24,1257.21,USD,failed,debit_card,US,30.0,1257.21,M001,E-commerce,500000,0,0
TXN00406,U0089,Razorpay,2024-06-11,6876.37,JPY,refunded,bnpl,,99.0,46.07,M005,Payments,350000,0,1
TXN00407,U0040,Klarna AB,2024-03-08,1578.97,GBP,captured,bnpl,APAC,56.0,2005.29,M008,BNPL,450000,0,0
TXN00408,U0071,Square Inc,2024-05-09,132.69,JPY,refunded,bnpl,EU,25.0,0.89,M006,POS,400000,0,0
TXN00409,U0049,Amazon Payments,2024-05-05,7173.72,GBP,pending,credit_card,EU,27.0,9110.62,M002,E-commerce,800000,1,0
TXN00410,U0186,Adyen NV,2024-03-05,387.18,USD,chargeback,wallet,US,73.0,387.18,M007,Payments,550000,0,1
TXN00411,U0196,PayU India,2024-01-14,1253.96,EUR,captured,bank_transfer,EU,55.0,1354.28,M004,Payments,300000,0,0
TXN00412,U0029,Stripe Ltd,2024-01-24,9090.92,AUD,pending,bnpl,US,69.0,5909.1,M003,Payments,600000,0,0
TXN00413,U0009,Stripe Ltd,2024-06-11,9123.85,INR,captured,credit_card,EU,80.0,109.49,M003,Payments,600000,0,1
TXN00414,U0170,Klarna AB,2024-04-18,2655.99,INR,failed,bnpl,US,21.0,31.87,M008,BNPL,450000,0,0
TXN00415,U0108,Amazon Payments,2024-03-11,3097.69,JPY,pending,upi,EU,55.0,20.75,M002,E-commerce,800000,0,0
TXN00416,U0158,Klarna AB,2024-01-12,1885.04,SGD,captured,wallet,EU,71.0,1394.93,M008,BNPL,450000,0,1
TXN00417,U0197,Razorpay,2024-01-01,1141.07,SGD,chargeback,upi,APAC,62.0,844.39,M005,Payments,350000,0,1
TXN00418,U0005,Razorpay,2024-03-26,1295.46,SGD,refunded,upi,APAC,19.0,958.64,M005,Payments,350000,0,0
TXN00419,U0062,Shopify Inc,2024-02-03,3448.97,INR,captured,,EU,50.0,41.39,M001,E-commerce,500000,0,0
TXN00420,U0053,Razorpay,2024-06-12,4287.51,EUR,captured,debit_card,EU,67.0,4630.51,M005,Payments,350000,0,0
TXN00421,U0018,Adyen NV,2024-03-08,4804.59,USD,failed,bank_transfer,US,76.0,4804.59,M007,Payments,550000,0,1
TXN00422,U0026,Square Inc,2024-02-11,4776.49,JPY,failed,credit_card,EU,80.0,32.0,M006,POS,400000,0,1
TXN00423,U0153,Adyen NV,2024-04-23,386.91,CAD,refunded,upi,EU,33.0,286.31,M007,Payments,550000,0,0
TXN00424,U0009,Razorpay,2024-05-21,2146.15,GBP,failed,bnpl,APAC,26.0,2725.61,M005,Payments,350000,0,0
TXN00426,U0154,Square Inc,2024-05-23,2492.38,AUD,pending,credit_card,US,76.0,1620.05,M006,POS,400000,0,1
TXN00427,U0173,Klarna AB,2024-01-03,1847.67,USD,refunded,wallet,EU,31.0,1847.67,M008,BNPL,450000,0,0
TXN00429,U0013,Square Inc,2024-01-20,1396.57,EUR,refunded,credit_card,EU,76.0,1508.3,M006,POS,400000,0,1
TXN00430,U0063,Shopify Inc,2024-06-25,473.52,SGD,refunded,bank_transfer,APAC,20.0,350.4,M001,E-commerce,500000,0,0
TXN00431,U0190,PayU India,2024-02-08,562.92,CAD,captured,debit_card,EU,91.0,416.56,M004,Payments,300000,0,1
TXN00432,U0012,Klarna AB,2024-05-19,4400.29,INR,chargeback,upi,EU,45.0,52.8,M008,BNPL,450000,0,1
